miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Tumor_44	Tumor_45	Tumor_46	Tumor_47	Tumor_48	Tumor_49	Tumor_50	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39	Control_40	Control_41	Control_42	Control_43	Control_44	Control_45	Control_46	Control_47	Control_48	Control_49	Control_50
hsa-miR-195-5p	62.52134	69.615046	44.927712	58.967713	122.873907	61.200446	91.913624	38.97102	90.382168	29.719352	38.13983	58.018724	83.872645	33.860214	190.894915	71.571715	41.346667	24.418878	27.708093	22.038007	33.190665	53.902812	34.515805	80.367203	95.493522	25.820348	24.021453	21.720778	15.251209	59.543244	69.584736	48.59887	79.084621	30.291142	102.971761	91.396813	54.225804	73.07034	10.662347	56.905167	104.234359	53.190248	27.379052	45.793706	45.054904	70.810267	46.420346	78.288942	72.28608	72.209605	40.64859	26.040049	40.160671	32.044246	97.79327	26.596542	32.174608	79.102931	59.781959	43.2119	34.741264	32.791381	91.684533	20.685172	44.305285	36.865601	49.712209	64.057922	66.375076	49.759478	15.598653	13.245174	38.707516	68.501584	48.633425	65.184558	121.874607	69.984404	37.889516	88.343235	77.320423	48.869901	26.779363	60.729529	40.449655	39.864208	72.427147	36.754419	71.223063	8.130011	28.262112	4.841264	45.577545	17.754327	52.325011	17.447147	18.860371	22.923494	11.208451	17.4474
hsa-miR-196a-3p	0.748758	0.703182	0	0.928625	0.862273	1.654067	0.167116	0	0.702452	1.080704	1.552202	0	0	0.729746	0	0.673088	1.653867	0.317128	0	0	0	0.514995	0	0.73061	1.632368	1.408383	0.727923	2.46827	0.544686	0	0.744222	1.388539	1.334762	0.977134	3.152196	0.295783	0.19229	0.51458	0	1.049911	0	0.718788	0.944105	0.4721	0.266597	0.40463	0.907237	0.414227	0.512667	0.459934	0.437082	0.218824	0.704573	1.271597	0.5963	1.329827	0.67736	0	0.452894	0.228634	0.592181	1.046533	1.783745	0	0.197791	0.302177	0.879863	1.20864	0.362705	0.650451	1.591699	0.378434	0.541364	0.84051	0	1.229897	0	0.21667	0.315746	0	2.599005	1.163569	1.16432	0.698041	0.554105	0.489131	0.792998	0.232623	0	0.508126	0	0	0	0	0.613184	0.982937	0.269434	0	0.589918	0.758583
hsa-miR-196b-3p	0.374379	0.234394	0	0.928626	0.431137	0	0.334232	0.282399	0.234151	0	0	0.630638	0	0.291898	0	0.224363	0	0	0	0.565077	0	0	1.078618	0	0	0	2.183769	0.493654	1.089372	0	0.372111	0.462846	0.33369	0	0.210146	0	0	0.51458	0.255385	0.209982	0.718858	0	0.188821	0.4721	0.266597	0.80926	0.453619	1.242681	0.512668	0	0.10927	0.218824	0	0.254319	0	0.332457	0	0	0	0.914538	0.197394	0.348844	0	0.45462	0.197791	0.604354	0.439931	0	0.72541	0.325225	0	0.189217	0	0.84051	0	0	0	0.21667	0	0	0.649751	0.387856	0	0.698041	0	0.489132	0.528666	0.232623	0	0.508126	0.328629	0.268959	0.325554	0.377752	0	0	0.538868	0.539376	0.294959	0
hsa-miR-196b-5p	7139.038475	1118.059854	1917.59645	2559.291571	1332.642942	2194.532239	1061.017444	1992.887508	1927.996788	2581.801166	1130.44687	3594.007675	2518.720968	2195.95169	4853.955342	1319.028564	240.361954	613.326111	335.886946	828.403035	2133.537456	1701.715224	2379.972634	2354.028496	5283.974881	1951.548821	7655.564388	2371.514185	4249.640508	2003.781502	1034.096148	2042.07829	948.014375	729.430239	2324.009692	209.118269	2335.363146	2665.009034	938.158955	1784.638501	2473.58917	2603.446943	2418.797511	3032.298725	1656.634174	1785.632635	5411.37274	3988.179612	321.44236	3639.915998	464.071398	400.447801	472.064026	1140.113982	1137.741224	347.41731	915.113564	701.57644	595.555123	321.917234	442.556312	655.827602	531.912995	489.624797	609.197697	577.158194	726.986054	635.986387	707.638102	468.324513	435.807248	1470.971123	452.038816	834.626668	635.780724	576.514371	760.004586	1553.52377	623.598286	518.514558	686.787302	901.766064	473.490177	1091.735444	651.350284	525.571667	619.331388	1230.80774	485.949026	481.703156	734.814946	1296.114051	639.713409	1243.936143	718.651291	1081.23171	732.321233	658.039161	650.090154	439.97791
hsa-miR-197-3p	268.804322	280.100947	510.542186	517.244342	259.544178	357.691803	224.269243	453.814683	235.789747	339.881318	533.514157	411.806809	454.098364	302.406744	360.891861	383.66029	377.081598	226.112469	216.653714	384.817508	349.539193	335.776755	435.222732	418.27477	418.702366	297.638189	414.18809	457.123675	899.821342	473.318322	565.608544	419.338835	313.668958	383.036375	365.864985	480.646652	187.482837	286.106398	395.273042	152.657042	704.480496	235.043388	273.601685	486.735167	365.504578	460.873684	307.704915	716.613078	374.247084	252.043717	51.57563	48.797738	210.667379	244.655285	351.817256	253.332048	285.168624	354.114979	316.119754	211.029553	237.267031	201.632102	303.593534	247.767424	250.008405	210.01306	168.933524	255.264775	284.36098	425.394768	142.616252	178.431411	162.409156	185.332506	272.549826	292.408089	317.69561	308.321384	311.009779	200.78008	283.291641	267.233039	174.25991	260.369132	212.222166	273.913574	192.962833	184.702578	316.79425	210.872161	134.409352	195.802248	223.329973	267.44816	213.183532	240.574053	226.05501	190.130167	248.060716	220.747538
hsa-miR-1976	9.733861	8.438187	16.337348	6.500378	9.485004	11.164946	4.846356	9.883954	7.258671	14.049149	7.982754	13.874043	6.777587	4.962272	10.0471	7.628332	11.577068	12.368003	6.484872	11.301541	9.853479	9.441575	11.325499	8.402024	13.058944	13.614367	7.279228	11.354044	13.61715	9.082869	13.768105	7.405541	9.00964	17.588406	7.565271	6.507217	4.807252	8.747858	38.754762	5.669518	5.750862	6.82848	6.986378	7.081501	5.065344	15.375943	6.19946	18.225997	11.022345	15.177817	4.152276	5.470599	10.568598	5.849346	7.751905	7.978963	8.805681	8.871356	13.58681	6.630397	5.921808	8.721112	7.134982	7.728526	4.944784	6.950072	7.698793	4.83456	6.16599	5.854057	3.501738	8.703973	5.955002	6.724081	13.67815	14.143818	6.846888	8.6668	15.471553	6.525352	11.045774	2.714994	6.985921	11.866691	13.021463	9.782628	7.665647	9.770162	9.644791	4.573131	8.21573	4.034386	8.789956	3.399766	5.109864	3.686015	5.658112	4.854387	6.784063	2.655038
hsa-miR-198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.365305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-199b-3p	495.678166	1774.597723	1802.724456	2169.268906	923.063264	545.014789	1681.685075	929.091667	1280.101829	360.95504	304.009936	389.734471	814.157701	425.150023	479.44765	1994.36042	469.698131	300.954745	717.315392	324.919335	198.625386	1579.146409	474.592323	1168.246914	2069.02631	302.80226	1377.957914	1403.952193	858.969889	805.347589	169.310454	581.335071	333.022999	413.816085	801.288449	785.598465	619.750962	325.729044	802.868438	989.436007	796.494274	656.612034	530.209477	950.337432	173.288093	202.719682	197.324281	541.809195	548.810281	868.814923	1291.357617	865.011016	1540.901528	1962.582999	1707.804438	1098.104666	2315.216997	2924.590515	1565.653275	1136.998876	1140.539859	1518.868822	1462.67155	1713.004859	1991.957798	1847.510574	1356.08745	2740.470418	2497.951619	1648.242106	1161.622095	2283.27869	1151.210229	1637.313948	1695.077538	1904.18854	2077.003526	3458.48625	1626.091733	1570.100233	1717.293135	1359.824442	990.836413	1803.736822	2113.07895	1482.312643	2050.428326	2159.438339	1697.483009	1198.668507	1110.43815	1655.44345	1317.516622	1694.971596	1229.433309	1633.397081	1462.486996	1049.087024	1263.015442	1377.206717
hsa-miR-199b-5p	0.748759	12.657281	43.906628	17.17957	18.53887	1.24055	15.875991	1.129595	0.936603	0.540352	0.886973	0.630638	0.847198	0.145949	3.215072	18.846469	3.859022	2.537026	3.389818	1.130154	1.037208	30.728036	0.539309	6.940804	53.051957	0	26.933145	6.911157	4.357488	7.064453	1.488444	5.554156	0	0.488567	1.050732	9.169261	3.845801	1.02916	16.216985	5.249554	2.875431	1.796969	1.510568	7.553601	0	2.02315	0.604825	0	1.025335	10.118543	7.321116	5.251775	19.728048	44.760219	30.411321	13.963184	12.192482	15.524874	12.681021	7.77357	5.724413	21.977201	19.264454	15.911669	9.49399	12.38926	6.598966	143.586436	24.663962	11.057662	10.186876	142.669442	15.42887	32.359644	15.704544	11.991498	15.747843	24.700378	6.31492	18.321183	11.695526	8.144983	10.478881	35.600069	6.372206	6.847839	16.91729	11.863768	13.354325	7.621886	7.558472	30.66134	16.928804	29.086876	9.606545	25.556384	14.279995	17.260043	20.057227	8.723699
hsa-miR-19a-3p	14.600791	5.625458	23.995482	22.751322	28.886147	19.435276	10.194056	13.837536	10.536781	7.024574	17.074227	13.243404	5.930389	8.9029	14.869709	8.750146	16.538666	19.979083	5.453187	10.171388	12.965103	20.599801	9.168261	16.073441	17.139864	8.450296	8.007151	10.860389	11.983092	21.697963	18.977656	20.828086	6.006428	7.817069	15.550837	7.690348	14.229467	8.747858	10.853887	17.638501	24.44116	10.781808	9.252231	16.523502	15.995823	11.329643	14.06219	28.995905	9.484345	15.637749	5.463518	11.160021	10.568598	14.496208	5.963004	4.986852	1.35472	5.174959	6.793405	6.630397	4.145265	10.116489	12.48622	7.501216	8.109451	5.439187	14.517724	17.162688	8.704927	15.936042	14.961973	13.245174	13.263415	10.926633	4.052785	4.919588	7.531577	11.26684	8.209396	13.552655	10.396021	17.06568	10.478881	30.364764	4.155786	8.804365	10.044641	9.53754	22.257208	10.67064	10.187506	6.18606	3.906646	4.910771	7.153812	10.566582	9.969052	8.090645	10.323572	7.206534
hsa-miR-19a-5p	0	0	0	0	0	0	0	0.282399	0	0	0	0	0	0.145949	0	0	0	0	0	0	0	0.171665	0	0	0	0	0	0	0.544686	0	0	0	0	0	0	0	0	0	0.063846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.269688	0	0
hsa-miR-19b-1-5p	2.995034	3.047123	3.063253	2.785876	8.191594	2.481099	4.846355	3.388784	1.639055	2.701759	8.869728	1.261277	3.388794	2.627085	3.215072	4.711618	5.512889	4.439796	4.126736	3.390463	2.593021	4.634955	1.617928	4.748971	0.816184	3.755687	3.639614	4.442887	5.44686	1.513811	4.837441	8.331235	3.003213	2.931401	5.673954	1.774695	3.268931	4.116639	6.89541	8.189305	7.188577	3.593936	4.720526	3.3047	1.866179	4.450931	5.292222	9.941453	1.538002	7.818875	2.403948	2.625887	2.11372	2.034555	0.5963	2.992112	1.35472	2.957119	3.62315	1.371806	2.171329	2.790756	2.497244	1.363857	2.571289	1.208708	1.099828	2.659008	1.813526	3.252253	3.183399	4.919637	2.165456	3.782296	2.532991	1.844846	2.396411	3.03338	1.262984	3.513651	4.54826	1.939281	2.716748	5.235304	1.662314	2.445657	2.643327	4.652458	2.225721	5.081258	1.314516	1.344796	1.302216	3.399765	2.043947	2.457345	3.50264	4.584699	5.014307	3.792913
hsa-miR-19b-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.387856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.269688	0	0.379291
hsa-miR-200a-3p	62.89572	45.238061	53.606929	59.896337	49.580701	51.689568	89.239775	152.212892	63.454837	134.007261	139.254733	60.541277	34.735136	89.466858	200.138248	55.417597	78.834312	161.10117	161.237523	102.278956	58.083663	101.625685	183.904523	62.467234	126.508512	44.598784	50.226676	114.03409	37.03865	40.872906	161.868237	104.603284	45.381891	31.756844	104.863081	70.987813	75.377715	57.632945	137.014367	69.924065	10.782865	137.647733	68.542035	136.909019	119.702082	304.686465	94.655172	120.954346	137.138488	71.289737	107.084992	118.821398	228.98628	436.666451	253.427683	175.869626	144.955073	243.223021	251.808858	186.337035	168.968872	225.00468	264.707873	226.400323	199.571582	139.907979	218.205803	116.512899	227.416243	366.854201	275.363968	246.360228	315.344443	220.633937	209.22505	159.886651	242.037493	221.870062	191.657804	274.064808	314.479708	338.598611	267.405519	483.044071	193.382601	278.804887	268.826302	173.769304	550.494927	269.306618	211.965848	249.056156	172.543567	268.959168	188.247395	192.901562	223.899538	237.055911	253.369981	172.19825
hsa-miR-200a-5p	113.436922	76.64687	88.323796	102.148793	104.766173	62.027481	180.150702	229.872528	85.465002	261.530299	185.37732	91.442553	98.275018	124.348719	261.22462	78.302596	114.1168	158.881273	395.724638	164.437438	85.569684	116.56054	253.475444	84.385564	186.906125	85.911339	153.591717	192.031435	75.166673	69.63532	235.174079	195.321177	91.431164	60.582284	192.914449	101.157634	141.525507	120.411685	273.901041	125.359357	7.188578	233.605815	88.745887	211.50083	177.553646	339.484655	146.821361	88.644623	198.658554	138.440071	292.626137	238.299265	302.261891	429.036869	215.264454	291.232119	369.499962	323.065232	273.094858	282.592118	263.322978	372.914736	247.940664	430.524311	363.145121	229.352392	342.486321	125.940292	224.151894	295.629848	408.111684	614.197617	407.917663	254.254347	304.46551	224.763736	292.362124	357.505472	290.486291	321.750079	255.352326	433.623423	313.978322	395.789001	284.532854	320.136487	326.450819	437.331043	381.340151	488.816915	290.508233	511.560267	294.626278	524.319275	274.297509	355.086321	404.689658	359.494345	512.344191	388.773585
hsa-miR-200b-3p	101.831162	86.491421	66.370484	112.827985	58.20343	71.538362	156.754506	197.679079	87.806509	229.64954	145.020057	85.136171	74.553463	141.862622	274.486793	80.994949	111.360356	178.860355	300.809677	153.700974	102.165016	124.285465	235.138921	94.614117	275.870175	65.255062	94.629969	208.815674	68.085756	82.250412	241.499964	134.6883	59.396888	41.528179	126.718314	83.706466	137.679704	60.205843	355.049812	113.180391	10.782866	168.555582	97.998117	173.732823	147.96137	300.235535	146.51895	190.130289	179.177201	113.143713	338.410435	317.075883	326.217378	839.2541	342.276448	411.249008	308.876227	395.514644	428.437374	322.831772	313.066152	488.382255	425.601747	468.257699	448.986614	259.26792	498.881808	189.998213	316.641752	666.386755	709.261178	456.390836	604.162061	314.771083	372.856266	268.732565	391.642001	365.522261	304.379114	451.504206	409.993173	752.829215	425.753057	639.056137	286.749274	446.087817	437.999195	332.185494	813.87188	524.89384	391.397407	564.276256	381.874722	568.516215	375.881606	568.629583	593.832228	704.695216	623.248862	589.797976
hsa-miR-200b-5p	2.995034	2.578334	0.510542	3.250189	2.155683	1.654066	5.514818	7.059967	3.043959	4.863167	4.656607	5.675745	4.235992	4.962272	8.841448	3.141078	3.307734	5.074052	8.548241	6.780926	2.59302	3.948295	13.482737	3.287749	6.529472	5.63353	5.095459	2.46827	1.089372	1.009208	5.953774	2.314231	3.670594	0.977134	5.253662	2.957826	2.692061	2.05832	7.661567	2.93975	0	3.95333	4.154062	3.7768	5.065344	10.520382	4.233777	11.184134	4.101338	5.97914	7.211847	3.501184	5.636585	21.87147	13.118608	9.30879	12.192483	8.132077	14.492598	9.602644	8.685316	9.069955	11.059223	10.001622	18.196813	6.043542	9.678484	4.351104	9.430338	30.245959	10.823555	10.406924	14.887506	10.506378	7.598973	9.22423	10.270331	13.216869	7.89365	8.282178	9.746271	12.79926	8.538348	25.12946	5.818101	11.983718	16.917291	13.492129	21.515301	12.195017	7.558472	13.447956	11.068833	18.509831	9.402152	11.795255	14.01056	12.945032	13.568124	14.413069
hsa-miR-200c-3p	51.289962	29.299262	40.843375	45.966956	23.712508	16.540661	265.379699	18.638313	15.453946	32.421111	55.657544	17.657873	22.874357	25.249212	12.458405	144.938332	20.948978	29.49293	1557.40122	19.212621	21.781374	19.56981	21.572377	41.279517	31.014991	37.087409	56.050058	116.502361	27.234302	22.70717	42.420641	22.679473	28.697372	21.008373	13.239226	36.677037	36.727408	29.331052	250.788647	31.707308	17.252583	26.954518	20.01503	12.274602	15.46263	29.942627	14.213395	18.225998	33.323372	33.575167	852.199865	594.544633	875.07988	2941.967101	893.258046	1204.49083	1028.910068	879.00357	791.205169	887.101472	873.466402	1723.640525	1242.20057	2125.344402	1130.378197	624.599992	1079.370823	625.592082	842.927191	1602.385334	2018.59296	3993.987452	1672.543623	1181.757395	773.575432	772.068047	1118.439181	1099.600158	705.692238	1281.22789	925.89584	1532.420523	1140.257493	1230.296496	737.790644	914.431113	638.36334	1090.070889	1650.000968	1854.15065	1011.849385	6520.376209	983.172772	4423.093924	937.353478	2679.243027	2168.403709	1714.947141	1987.435325	2314.814815
hsa-miR-200c-5p	0	0.468788	0	0	0	0.413517	0.835578	0	0	0	0	0	0	0	0	0.224363	0	0	2.947669	0	0	0	0	0.365305	0	0	0.727923	0.493654	0	0	0	0	0	0	0	0	0	0	0.510771	0.209982	0	0	0	0	0	0	0	0	0	0	2.076138	0	0.704573	6.866624	2.385202	0.664914	2.37076	3.696399	1.811575	2.972246	1.776542	5.581511	0.713498	5.455429	1.780122	2.115239	1.759724	1.933824	0.362705	4.553155	1.591699	16.840293	4.330911	4.202551	2.026393	1.844846	1.369378	1.30002	1.894476	2.007801	3.248757	2.714994	1.940534	1.745101	0.831157	2.201091	1.585996	2.558852	7.419069	11.178765	3.614921	15.33067	2.929985	16.621072	2.248341	3.931751	5.388677	2.427193	6.784062	5.310078
hsa-miR-202-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.209982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325554	0	0	0	0	0	0	0
hsa-miR-202-5p	0.374379	0	0.510542	0	0.431137	0	0.501347	0	0.468301	0	0	0	0.847198	0.291898	0.401884	1.570539	1.102578	0	0	0	0.518604	0.514995	0.539309	0.365305	0	0	0	1.480962	0	0	0.372111	0.462846	0.667381	0	0	0	0	0	0.063846	0.629946	0	0.359394	0	0.4721	0	0	0.302412	0	0	0	0.32781	0	0	0	1.788901	0	0.33868	0.73928	0	0	0.197394	0	0	0	0.197791	0.302177	0.219966	2.900736	0	0.325225	0	0.189217	0	0.420255	0	0.614948	0.342344	0	0.315746	0.752925	0	0.387856	0	0	0	0	0	0	0	0	0	0.268959	0	0	0.204395	0	0	0	0	0
hsa-miR-203a	239.602738	430.113171	615.713876	370.985843	34.490921	40.938138	393.891654	636.809029	278.405172	154.00028	1046.406196	50.451064	205.022022	61.298664	576.301702	294.139555	427.800176	1127.708196	133.676816	576.378646	505.639041	510.875063	48.53785	221.009812	41.625381	141.777182	770.870275	208.815675	1718.484465	116.563468	496.02381	264.748138	1058.132198	340.531062	4.623222	13.605997	150.17856	567.066995	172.512963	191.503743	182.589844	519.683087	32.477218	191.672626	615.306029	37.22597	446.814755	518.198244	451.916171	405.201668	1117.617678	289.504067	958.924089	2207.492604	968.391901	758.998774	515.132395	540.413465	541.207888	381.590815	648.832557	2046.32166	937.893537	1343.62682	1778.145229	592.569222	1334.750793	535.910992	487.838671	1424.812287	2754.594682	2641.655238	2228.253618	480.771857	431.621654	320.388253	558.021383	741.011339	269.015565	901.251586	443.1305	1976.128214	588.369762	447.444001	338.835131	601.38703	325.129155	698.333933	1255.30649	3308.914506	659.230225	2028.758725	585.020354	3233.931768	525.089638	2304.006478	2313.897991	2685.285218	3750.996593	2937.990422
hsa-miR-204-5p	166.97316	137.120548	58.20181	27.394449	97.005715	499.941487	569.697347	75.40045	773.868035	551.158894	695.830186	140.632338	528.651827	797.904287	265.243461	455.00764	606.969064	1418.514836	11.201144	266.151316	179.955637	219.387881	715.663649	105.573282	142.832191	622.974571	30.572758	403.809033	213.516928	200.832294	123.540813	151.350773	273.959803	195.426723	1309.84288	866.938667	405.924379	131.732443	47.501719	561.07237	68.291477	654.096279	951.846857	489.567769	749.670951	255.321593	1146.90014	1253.865775	579.313979	5.519207	515.428488	599.358761	1615.586285	465.658867	766.246055	1094.115184	1403.151553	2088.465169	2149.433161	1922.815312	1318.391436	593.733286	1062.755745	730.800241	951.772506	1968.079221	881.621818	484.664654	2169.340593	1889.559321	263.585391	22.895229	778.751902	953.558866	1878.972678	1273.558682	1231.755181	471.690551	1623.565765	714.526112	2196.159967	1260.921063	1359.925888	1004.480372	1657.881795	2228.971693	1252.408071	353.819425	1675.967707	387.699903	1293.484628	72.887924	669.338814	120.502773	1199.796099	265.147501	275.091972	309.87172	172.256193	213.541004
hsa-miR-205-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.816184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.378434	0	0	0	0	0	0.21667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-205-5p	2.246275	0.703182	5.615963	1.392939	0.862274	0	1.336926	0.564798	0	12.428093	3.769634	0.630638	0.847198	0	1.607536	10.769411	0.551289	0	0.147383	1.130154	0.518604	5.321615	15.639974	13.881607	137.935087	4.694609	2.911691	8.392119	1.089372	0	0.744222	0	0	0	0	0.295783	0.38458	1.02916	9.704652	0.839928	0.718858	0	0	0	0.266597	1948.293936	0	3.313817	0.256334	1.379802	1.201974	0	0.704573	8.138221	2.385201	2.992111	2.03208	11.828475	1.358681	1.60044	2.76351	2.093067	9.275478	32.959887	1.582331	1.510885	0.659898	2.659008	9.067633	6.829733	0.31834	468.689926	0.812046	0.84051	2.532991	5.534537	0.342344	3.25005	0.315746	2.50975	2.599006	2.327137	0	3.141183	0.831157	1.711959	0.528665	1.163115	8.902884	5.081256	0.657258	108.928448	2.929986	222.873466	1.226368	4.668955	2.694338	2.966569	2.654633	3.034331
hsa-miR-206	0.374379	0	0	0	0.431137	0	1.002694	0	0.702452	0	0.221743	1.891915	0.847198	0.291898	0	0.897451	0	0	6.632256	0	0.518604	0	0	0	0	0	0	0	0	0	0.744222	0	0.33369	0.488567	0	0	0	0.51458	0.191539	0.209982	0	0	0	0.4721	0.266597	1.21389	0	0.414227	0.256334	0	6.119142	1.969415	7.045732	3.814792	2.385201	7.646506	5.757561	1.478559	2.717362	5.487225	4.737446	6.2792	4.28099	5.45543	7.120492	3.928302	15.837518	1.450368	1.813527	5.528831	6.685137	0.378434	6.767048	3.362041	4.052786	3.997166	5.135166	2.81671	4.73619	3.513651	1.949254	16.677824	3.881067	3.141183	4.709891	6.358708	8.194312	3.489344	9.64479	7.621885	6.901213	1.075836	4.557755	6.044027	6.131837	7.372033	8.35245	11.596591	8.258858	6.827243
hsa-miR-208b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73928	0	0	0	0	0.356749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.491469	0	0	0	0.379291
hsa-miR-20a-3p	8.610723	5.625458	6.126506	6.96469	11.640687	14.059563	4.67924	7.624764	4.448863	8.105278	12.861105	5.675745	3.388794	5.983916	8.439564	6.955245	9.923201	14.270772	7.811322	6.780925	7.260458	8.754915	6.471713	5.844887	9.794208	3.755687	4.367537	11.847698	9.259662	12.615094	6.325886	9.719775	5.339045	4.885668	6.934831	6.507217	6.345573	4.116638	2.490008	7.349375	12.939438	3.95333	3.776421	8.497801	9.864091	7.687972	13.457365	19.468678	5.63934	6.439073	2.731759	3.063535	4.932013	10.427096	5.963004	5.319309	3.725481	9.610636	6.793405	6.859031	3.947872	8.721111	7.848481	5.45543	5.142577	3.626125	9.238552	5.559744	7.979516	11.382887	7.321816	8.703972	7.308412	9.245612	1.519794	3.074743	5.819854	6.93344	3.473206	7.278278	8.446769	5.429988	4.657281	13.262771	6.372206	5.625012	7.136983	5.117703	9.64479	8.638137	5.915325	6.723978	5.208862	9.443791	6.336231	9.092176	6.735847	11.326904	7.963899	3.792913
hsa-miR-20a-5p	126.540196	91.648092	216.980427	152.758876	221.173029	207.585299	92.582087	98.839541	89.913865	82.133483	162.316026	122.974468	144.870933	82.461299	131.416078	74.937154	227.131022	262.265094	95.062343	131.097889	143.134743	218.872885	95.457772	124.569167	186.906124	95.770017	65.513055	128.843713	107.30315	188.721804	237.778855	280.94776	70.074979	77.193556	113.899379	68.02999	146.717338	80.274457	282.839537	183.944385	244.411601	82.301126	92.522308	148.239421	103.173063	101.157525	142.587584	228.653421	69.466411	183.053648	69.495974	119.040221	119.777439	128.939947	84.674661	82.116819	40.641608	59.142376	71.557194	78.192965	50.730139	154.5381	168.028853	76.830633	77.33646	30.217706	148.91666	150.35482	49.327925	84.233367	203.737501	145.69691	187.041211	155.494395	54.712604	55.960328	67.099502	76.701174	55.887037	140.797031	137.747309	168.717522	157.183214	221.278858	47.930071	56.739239	71.105482	83.278997	149.865196	122.458292	89.05852	88.218595	63.483011	95.948917	78.691908	114.512266	105.079206	126.214069	118.868571	131.234789
